SCORES_TXT_BEGIN_0 0 100 9 BLEU
21 26 10 25 4 24 1 23 29 
21 26 10 25 4 24 1 23 29 
21 26 10 25 4 24 1 23 29 
22 28 9 27 3 26 0 25 29 
21 26 12 25 7 24 4 23 29 
22 27 10 26 4 25 1 24 29 
21 26 9 25 3 24 1 23 29 
22 28 9 27 3 26 0 25 29 
20 26 10 25 4 24 1 23 29 
21 26 12 25 7 24 4 23 29 
21 27 10 26 4 25 1 24 29 
21 26 12 25 7 24 4 23 29 
22 27 10 26 4 25 1 24 29 
21 26 9 25 3 24 1 23 29 
22 28 10 27 4 26 1 25 29 
21 26 9 25 3 24 1 23 29 
21 26 10 25 4 24 1 23 29 
21 27 8 26 3 25 1 24 29 
20 26 10 25 4 24 1 23 29 
20 26 10 25 4 24 1 23 29 
21 27 10 26 4 25 1 24 29 
20 26 8 25 3 24 1 23 29 
21 27 9 26 4 25 1 24 29 
21 27 10 26 4 25 1 24 29 
22 28 10 27 4 26 1 25 29 
21 27 13 26 8 25 6 24 29 
21 26 9 25 4 24 1 23 29 
20 26 8 25 3 24 1 23 29 
21 27 8 26 3 25 1 24 29 
21 27 9 26 4 25 1 24 29 
20 26 8 25 3 24 1 23 29 
21 27 13 26 8 25 6 24 29 
21 27 13 26 8 25 6 24 29 
21 27 11 26 4 25 1 24 29 
22 27 10 26 4 25 1 24 29 
22 27 14 26 8 25 6 24 29 
22 28 11 27 6 26 3 25 29 
21 26 14 25 8 24 6 23 29 
21 27 8 26 3 25 1 24 29 
21 27 9 26 4 25 1 24 29 
19 26 9 25 4 24 2 23 29 
21 27 9 26 4 25 1 24 29 
22 28 8 27 2 26 0 25 29 
20 27 8 26 3 25 1 24 29 
21 27 11 26 4 25 1 24 29 
21 27 13 26 8 25 6 24 29 
21 28 9 27 3 26 0 25 29 
22 27 12 26 7 25 4 24 29 
22 27 14 26 8 25 6 24 29 
21 27 11 26 4 25 1 24 29 
20 26 10 25 4 24 1 23 29 
21 27 10 26 4 25 1 24 29 
22 28 11 27 6 26 3 25 29 
22 27 14 26 8 25 6 24 29 
21 26 14 25 8 24 6 23 29 
20 26 9 25 4 24 1 23 29 
22 27 9 26 3 25 1 24 29 
22 29 9 28 3 27 0 26 29 
21 27 11 26 4 25 1 24 29 
22 27 9 26 3 25 1 24 29 
21 26 8 25 3 24 1 23 29 
19 26 9 25 4 24 2 23 29 
21 26 14 25 8 24 6 23 29 
21 27 10 26 4 25 1 24 29 
22 28 8 27 2 26 0 25 29 
20 27 8 26 3 25 1 24 29 
19 26 9 25 4 24 2 23 29 
20 27 8 26 3 25 1 24 29 
21 27 10 26 4 25 1 24 29 
21 26 9 25 3 24 1 23 29 
21 27 12 26 7 25 4 24 29 
22 29 7 28 2 27 0 26 29 
21 27 13 26 8 25 6 24 29 
20 25 8 24 3 23 1 22 29 
20 26 10 25 4 24 2 23 29 
21 28 9 27 3 26 0 25 29 
22 27 12 26 7 25 4 24 29 
22 28 9 27 3 26 0 25 29 
22 27 10 26 4 25 1 24 29 
20 26 10 25 4 24 1 23 29 
21 27 13 26 8 25 6 24 29 
21 28 11 27 4 26 1 25 29 
22 27 13 26 8 25 6 24 29 
20 26 12 25 7 24 5 23 29 
22 28 10 27 4 26 1 25 29 
21 26 9 25 3 24 1 23 29 
20 25 10 24 4 23 2 22 29 
20 26 10 25 4 24 1 23 29 
22 28 12 27 7 26 4 25 29 
19 26 8 25 2 24 0 23 29 
21 27 9 26 3 25 1 24 29 
22 29 9 28 3 27 0 26 29 
21 26 12 25 7 24 4 23 29 
21 27 11 26 4 25 1 24 29 
21 28 8 27 3 26 1 25 29 
22 27 9 26 3 25 1 24 29 
21 26 8 25 3 24 1 23 29 
21 26 9 25 3 24 1 23 29 
21 28 7 27 2 26 0 25 29 
21 28 13 27 8 26 6 25 29 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 1 100 9 BLEU
21 28 15 27 13 26 11 25 26 
22 28 15 27 13 26 11 25 26 
20 28 13 27 11 26 9 25 26 
21 28 13 27 11 26 9 25 26 
21 27 15 26 13 25 11 24 26 
22 27 15 26 13 25 11 24 26 
20 27 13 26 11 25 9 24 26 
20 27 14 26 12 25 10 24 26 
21 28 15 27 13 26 11 25 26 
21 27 13 26 11 25 9 24 26 
20 28 13 27 11 26 9 25 26 
22 28 15 27 13 26 11 25 26 
22 28 15 27 13 26 11 25 26 
20 27 14 26 12 25 10 24 26 
22 28 15 27 13 26 11 25 26 
21 28 15 27 13 26 11 25 26 
21 28 13 27 11 26 9 25 26 
22 29 15 28 13 27 11 26 26 
22 28 16 27 14 26 12 25 26 
21 27 14 26 12 25 10 24 26 
19 27 12 26 10 25 8 24 26 
20 28 13 27 11 26 9 25 26 
19 28 11 27 9 26 7 25 26 
21 28 13 27 11 26 9 25 26 
21 28 13 27 11 26 9 25 26 
19 27 12 26 10 25 8 24 26 
22 28 15 27 13 26 11 25 26 
18 27 10 26 9 25 8 24 26 
19 26 13 25 10 24 8 23 26 
23 28 16 27 14 26 12 25 26 
21 28 13 27 11 26 9 25 26 
20 28 13 27 11 26 9 25 26 
20 28 11 27 9 26 7 25 26 
21 29 13 28 11 27 9 26 26 
21 28 14 27 11 26 9 25 26 
20 27 12 26 10 25 8 24 26 
19 27 10 26 9 25 8 24 26 
20 26 13 25 10 24 8 23 26 
21 28 15 27 13 26 11 25 26 
21 28 13 27 11 26 9 25 26 
22 28 14 27 11 26 9 25 26 
20 26 14 25 12 24 10 23 26 
21 27 15 26 13 25 11 24 26 
21 28 14 27 11 26 9 25 26 
22 27 15 26 13 25 11 24 26 
22 27 15 26 13 25 11 24 26 
20 26 14 25 12 24 10 23 26 
22 28 15 27 13 26 11 25 26 
21 27 14 26 12 25 10 24 26 
20 28 13 27 11 26 9 25 26 
22 27 15 26 13 25 11 24 26 
22 28 14 27 12 26 10 25 26 
22 28 15 27 13 26 11 25 26 
22 27 16 26 14 25 12 24 26 
21 26 14 25 12 24 10 23 26 
19 26 12 25 10 24 8 23 26 
20 27 13 26 11 25 9 24 26 
22 28 15 27 12 26 10 25 26 
20 28 12 27 9 26 7 25 26 
21 27 13 26 11 25 9 24 26 
20 27 13 26 11 25 9 24 26 
21 28 15 27 13 26 11 25 26 
21 27 13 26 11 25 9 24 26 
19 26 12 25 10 24 8 23 26 
21 28 13 27 11 26 9 25 26 
22 28 15 27 12 26 10 25 26 
18 26 10 25 9 24 8 23 26 
19 25 13 24 10 23 8 22 26 
23 27 16 26 14 25 12 24 26 
20 27 12 26 10 25 8 24 26 
21 27 13 26 11 25 9 24 26 
21 28 12 27 10 26 8 25 26 
19 27 12 26 10 25 8 24 26 
20 28 13 27 11 26 9 25 26 
23 28 15 27 12 26 10 25 26 
21 28 13 27 11 26 9 25 26 
21 27 14 26 11 25 9 24 26 
21 27 13 26 11 25 9 24 26 
21 28 13 27 11 26 9 25 26 
20 26 12 25 10 24 8 23 26 
21 28 13 27 11 26 9 25 26 
19 27 12 26 10 25 8 24 26 
21 28 14 27 11 26 9 25 26 
21 27 14 26 12 25 10 24 26 
21 27 14 26 12 25 10 24 26 
23 28 15 27 12 26 10 25 26 
19 26 10 25 9 24 8 23 26 
20 25 13 24 10 23 8 22 26 
19 27 11 26 9 25 7 24 26 
20 28 13 27 11 26 9 25 26 
21 27 15 26 13 25 11 24 26 
21 27 14 26 12 25 10 24 26 
21 28 15 27 13 26 11 25 26 
21 28 14 27 11 26 9 25 26 
21 28 13 27 11 26 9 25 26 
20 28 13 27 11 26 9 25 26 
21 27 15 26 13 25 11 24 26 
22 28 16 27 14 26 12 25 26 
22 28 15 27 13 26 11 25 26 
22 27 14 26 11 25 9 24 26 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 2 100 9 BLEU
16 25 7 24 3 23 1 22 28 
16 25 7 24 3 23 1 22 28 
16 25 7 24 3 23 1 22 28 
16 25 7 24 3 23 1 22 28 
17 25 7 24 3 23 1 22 28 
16 26 7 25 3 24 1 23 28 
17 25 7 24 4 23 1 22 28 
17 25 7 24 3 23 1 22 28 
16 24 6 23 3 22 1 21 28 
17 25 7 24 4 23 1 22 28 
16 24 6 23 3 22 1 21 28 
17 25 7 24 3 23 1 22 28 
17 25 9 24 4 23 1 22 28 
16 26 7 25 3 24 1 23 28 
17 26 7 25 3 24 1 23 28 
17 25 7 24 4 23 1 22 28 
17 25 7 24 3 23 1 22 28 
17 26 7 25 3 24 1 23 28 
16 24 6 23 3 22 1 21 28 
17 24 7 23 3 22 1 21 28 
17 25 9 24 4 23 1 22 28 
17 26 7 25 3 24 1 23 28 
16 26 7 25 3 24 1 23 28 
17 25 7 24 4 23 1 22 28 
17 26 7 25 3 24 1 23 28 
16 25 8 24 4 23 1 22 28 
16 24 6 23 3 22 1 21 28 
17 24 7 23 3 22 1 21 28 
16 26 7 25 3 24 1 23 28 
16 25 7 24 3 23 1 22 28 
16 25 7 24 4 23 1 22 28 
17 25 9 24 4 23 1 22 28 
16 24 6 23 3 22 1 21 28 
17 24 8 23 4 22 1 21 28 
17 26 7 25 4 24 1 23 28 
17 25 8 24 4 23 2 22 28 
16 25 7 24 3 23 1 22 28 
16 25 7 24 3 23 1 22 28 
16 25 6 24 3 23 1 22 28 
16 25 7 24 4 23 1 22 28 
17 26 7 25 3 24 1 23 28 
17 24 7 23 3 22 1 21 28 
17 25 9 24 4 23 1 22 28 
16 24 6 23 3 22 1 21 28 
15 24 5 23 3 22 1 21 28 
17 24 8 23 4 22 1 21 28 
16 24 8 23 4 22 1 21 28 
16 26 7 25 3 24 1 23 28 
16 24 5 23 3 22 1 21 28 
17 25 8 24 3 23 1 22 28 
17 25 8 24 4 23 2 22 28 
16 25 8 24 4 23 1 22 28 
17 26 7 25 3 24 1 23 28 
18 25 9 24 4 23 1 22 28 
17 24 7 23 3 22 1 21 28 
15 25 6 24 2 23 1 22 28 
18 26 7 25 3 24 1 23 28 
16 24 8 23 4 22 1 21 28 
16 26 7 25 3 24 1 23 28 
16 25 7 24 4 23 1 22 28 
17 25 8 24 3 23 1 22 28 
16 26 7 25 3 24 1 23 28 
17 26 9 25 4 24 1 23 28 
17 26 7 25 3 24 1 23 28 
16 25 7 24 3 23 1 22 28 
16 24 6 23 3 22 1 21 28 
16 26 7 25 3 24 1 23 28 
18 24 7 23 3 22 1 21 28 
18 25 9 24 4 23 1 22 28 
17 27 7 26 3 25 1 24 28 
18 25 11 24 8 23 5 22 28 
17 24 8 23 4 22 1 21 28 
17 26 7 25 4 24 1 23 28 
18 26 7 25 4 24 1 23 28 
17 25 8 24 4 23 2 22 28 
15 25 6 24 2 23 1 22 28 
16 25 7 24 3 23 1 22 28 
18 26 7 25 3 24 1 23 28 
17 25 7 24 3 23 1 22 28 
16 24 5 23 3 22 1 21 28 
17 26 7 25 3 24 1 23 28 
16 25 7 24 3 23 1 22 28 
16 25 6 24 3 23 1 22 28 
16 25 7 24 4 23 1 22 28 
18 26 7 25 4 24 1 23 28 
16 26 7 25 3 24 1 23 28 
17 25 7 24 3 23 1 22 28 
17 26 7 25 3 24 1 23 28 
16 25 7 24 3 23 1 22 28 
17 25 8 24 4 23 1 22 28 
17 27 7 26 3 25 1 24 28 
17 25 6 24 3 23 1 22 28 
16 25 7 24 3 23 1 22 28 
16 25 7 24 3 23 1 22 28 
16 24 6 23 3 22 1 21 28 
17 25 6 24 3 23 1 22 28 
18 24 7 23 4 22 1 21 28 
15 24 5 23 3 22 1 21 28 
18 24 7 23 3 22 1 21 28 
16 27 7 26 3 25 1 24 28 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 3 43 9 BLEU
37 44 28 43 18 42 13 41 46 
36 43 26 42 14 41 9 40 46 
37 44 28 43 18 42 13 41 46 
36 43 26 42 14 41 9 40 46 
37 44 29 43 20 42 14 41 46 
36 43 27 42 16 41 10 40 46 
37 44 29 43 20 42 14 41 46 
36 43 27 42 16 41 10 40 46 
38 45 29 44 19 43 13 42 46 
37 44 27 43 15 42 9 41 46 
38 45 29 44 19 43 13 42 46 
37 44 27 43 15 42 9 41 46 
36 43 26 42 15 41 10 40 46 
35 42 24 41 11 40 6 39 46 
36 43 26 42 15 41 10 40 46 
35 42 24 41 11 40 6 39 46 
36 43 27 42 17 41 11 40 46 
35 42 25 41 13 40 7 39 46 
37 45 28 44 18 43 13 42 46 
37 44 26 43 14 42 9 41 46 
38 45 31 44 20 43 13 42 46 
37 44 28 43 20 42 17 41 46 
36 43 26 42 16 41 13 40 46 
36 43 27 42 17 41 11 40 46 
35 42 25 41 13 40 7 39 46 
37 45 29 44 20 43 14 42 46 
36 44 27 43 18 42 13 41 46 
37 44 27 43 16 42 10 41 46 
35 43 25 42 14 41 9 40 46 
38 45 31 44 20 43 13 42 46 
38 45 32 44 22 43 14 42 46 
37 44 28 43 20 42 17 41 46 
36 43 26 42 16 41 13 40 46 
37 44 29 43 22 42 18 41 46 
36 43 27 42 18 41 14 40 46 
38 45 29 44 20 43 14 42 46 
37 44 27 43 16 42 10 41 46 
37 44 27 43 16 42 10 41 46 
36 43 25 42 12 41 6 40 46 
38 45 28 44 18 43 13 42 46 
37 44 26 43 14 42 9 41 46 
36 44 27 43 18 42 13 41 46 
35 43 25 42 14 41 9 40 46 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 4 100 9 BLEU
44 54 22 53 11 52 6 51 65 
42 52 19 51 8 50 4 49 65 
45 54 21 53 10 52 5 51 65 
43 52 18 51 7 50 3 49 65 
44 54 22 53 11 52 6 51 65 
42 52 19 51 8 50 4 49 65 
45 54 22 53 11 52 6 51 65 
43 52 19 51 8 50 4 49 65 
44 54 22 53 11 52 6 51 65 
42 52 19 51 8 50 4 49 65 
45 54 21 53 10 52 5 51 65 
43 52 18 51 7 50 3 49 65 
44 54 21 53 11 52 6 51 65 
45 54 20 53 9 52 4 51 65 
42 52 18 51 8 50 4 49 65 
45 55 23 54 12 53 6 52 65 
43 52 17 51 6 50 2 49 65 
45 54 22 53 11 52 6 51 65 
43 53 20 52 9 51 4 50 65 
43 52 19 51 8 50 4 49 65 
45 54 21 53 10 52 5 51 65 
43 52 18 51 7 50 3 49 65 
45 54 22 53 11 52 6 51 65 
44 54 20 53 10 52 5 51 65 
43 55 21 54 11 53 6 52 65 
43 52 19 51 8 50 4 49 65 
42 52 17 51 7 50 3 49 65 
41 53 18 52 8 51 4 50 65 
46 55 22 54 11 53 5 52 65 
44 54 21 53 11 52 6 51 65 
44 53 19 52 8 51 3 50 65 
45 54 20 53 9 52 4 51 65 
42 52 18 51 8 50 4 49 65 
45 55 23 54 12 53 6 52 65 
43 52 17 51 6 50 2 49 65 
43 53 22 52 11 51 6 50 65 
43 53 20 52 9 51 4 50 65 
44 54 21 53 11 52 6 51 65 
45 54 22 53 11 52 6 51 65 
41 51 19 50 8 49 4 48 65 
44 54 21 53 11 52 6 51 65 
42 52 18 51 8 50 4 49 65 
43 52 19 51 8 50 4 49 65 
46 55 23 54 12 53 6 52 65 
42 52 18 51 8 50 4 49 65 
44 53 20 52 9 51 4 50 65 
44 54 21 53 11 52 6 51 65 
44 55 20 54 10 53 5 52 65 
45 54 20 53 9 52 4 51 65 
42 52 18 51 8 50 4 49 65 
42 53 17 52 7 51 3 50 65 
45 55 23 54 12 53 6 52 65 
43 52 17 51 6 50 2 49 65 
44 54 20 53 8 52 3 51 65 
44 54 20 53 10 52 5 51 65 
43 55 21 54 11 53 6 52 65 
43 53 20 52 9 51 4 50 65 
42 52 17 51 5 50 1 49 65 
42 52 17 51 7 50 3 49 65 
41 53 18 52 8 51 4 50 65 
46 55 22 54 11 53 5 52 65 
44 54 23 53 12 52 6 51 65 
45 54 24 53 13 52 8 51 65 
44 53 21 52 10 51 5 50 65 
44 53 19 52 8 51 3 50 65 
42 52 20 51 9 50 4 49 65 
44 55 21 54 11 53 6 52 65 
43 52 21 51 10 50 6 49 65 
44 54 19 53 9 52 4 51 65 
42 51 18 50 7 49 3 48 65 
45 54 20 53 10 52 5 51 65 
42 53 18 52 8 51 4 50 65 
45 55 22 54 12 53 6 52 65 
42 52 16 51 6 50 2 49 65 
43 53 22 52 11 51 6 50 65 
43 52 17 51 7 50 3 49 65 
44 54 21 53 11 52 6 51 65 
46 55 21 54 10 53 4 52 65 
43 53 19 52 9 51 4 50 65 
45 54 22 53 11 52 6 51 65 
43 54 21 53 11 52 6 51 65 
41 51 19 50 8 49 4 48 65 
44 54 21 53 11 52 6 51 65 
42 52 18 51 8 50 4 49 65 
44 53 18 52 7 51 2 50 65 
44 54 20 53 10 52 5 51 65 
43 52 19 51 8 50 4 49 65 
43 55 21 54 11 53 6 52 65 
46 55 23 54 12 53 6 52 65 
41 52 18 51 8 50 4 49 65 
44 54 22 53 11 52 6 51 65 
42 52 18 51 8 50 4 49 65 
42 52 17 51 7 50 3 49 65 
41 53 18 52 8 51 4 50 65 
44 53 22 52 11 51 6 50 65 
44 53 20 52 9 51 4 50 65 
46 55 22 54 11 53 5 52 65 
42 52 19 51 8 50 4 49 65 
42 51 19 50 8 49 4 48 65 
45 54 21 53 11 52 6 51 65 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 5 100 9 BLEU
21 33 11 32 5 31 2 30 31 
19 33 9 32 3 31 1 30 31 
22 34 10 33 4 32 2 31 31 
20 33 9 32 5 31 2 30 31 
21 33 11 32 5 31 2 30 31 
19 33 9 32 5 31 2 30 31 
21 34 8 33 2 32 1 31 31 
20 33 11 32 5 31 2 30 31 
17 33 8 32 4 31 1 30 31 
21 34 10 33 5 32 2 31 31 
20 33 12 32 6 31 3 30 31 
18 33 7 32 3 31 1 30 31 
19 33 9 32 5 31 2 30 31 
19 33 9 32 3 31 1 30 31 
21 32 11 31 6 30 2 29 31 
22 33 11 32 5 31 2 30 31 
22 34 8 33 4 32 2 31 31 
17 33 7 32 3 31 1 30 31 
22 34 10 33 4 32 2 31 31 
21 34 12 33 6 32 3 31 31 
18 33 9 32 3 31 1 30 31 
20 32 10 31 5 30 2 29 31 
19 33 9 32 5 31 2 30 31 
21 34 8 33 4 32 2 31 31 
19 34 8 33 3 32 1 31 31 
21 33 13 32 7 31 4 30 31 
18 33 10 32 4 31 2 30 31 
21 34 10 33 4 32 2 31 31 
21 33 12 32 5 31 2 30 31 
19 32 10 31 5 30 2 29 31 
20 33 9 32 5 31 2 30 31 
17 33 7 32 3 31 1 30 31 
19 34 7 33 3 32 1 31 31 
22 35 9 34 4 33 2 32 31 
21 34 11 33 5 32 3 31 31 
19 32 9 31 4 30 1 29 31 
21 33 11 32 6 31 2 30 31 
20 33 9 32 3 31 1 30 31 
20 34 6 33 2 32 1 31 31 
21 32 10 31 5 30 2 29 31 
21 34 8 33 4 32 2 31 31 
19 33 9 32 5 31 2 30 31 
19 33 9 32 5 31 2 30 31 
21 34 8 33 2 32 1 31 31 
22 33 10 32 5 31 2 30 31 
19 34 10 33 4 32 2 31 31 
20 33 11 32 5 31 2 30 31 
21 33 11 32 5 31 2 30 31 
18 32 8 31 3 30 1 29 31 
20 33 9 32 5 31 2 30 31 
22 35 10 34 4 33 2 32 31 
17 33 7 32 3 31 1 30 31 
19 33 10 32 6 31 3 30 31 
19 34 6 33 2 32 1 31 31 
17 33 8 32 4 31 1 30 31 
19 33 11 32 5 31 3 30 31 
21 34 10 33 5 32 2 31 31 
22 35 11 34 5 33 3 32 31 
18 33 9 32 5 31 2 30 31 
20 33 12 32 6 31 3 30 31 
20 34 8 33 2 32 1 31 31 
19 33 10 32 3 31 1 30 31 
19 32 10 31 5 30 2 29 31 
17 32 8 31 3 30 1 29 31 
22 33 9 32 4 31 2 30 31 
18 33 7 32 3 31 1 30 31 
21 34 8 33 4 32 2 31 31 
22 34 10 33 4 32 2 31 31 
19 33 9 32 5 31 2 30 31 
21 35 7 34 2 33 1 32 31 
22 34 12 33 6 32 4 31 31 
18 33 10 32 6 31 3 30 31 
20 34 9 33 3 32 2 31 31 
16 33 8 32 4 31 1 30 31 
21 32 11 31 6 30 2 29 31 
20 34 10 33 5 32 2 31 31 
19 33 9 32 4 31 1 30 31 
20 32 10 31 5 30 2 29 31 
22 34 11 33 4 32 2 31 31 
21 35 11 34 5 33 2 32 31 
21 33 9 32 5 31 2 30 31 
21 33 9 32 4 31 2 30 31 
22 33 11 32 5 31 2 30 31 
19 32 8 31 3 30 1 29 31 
22 34 8 33 4 32 2 31 31 
19 34 6 33 2 32 1 31 31 
20 34 10 33 6 32 3 31 31 
17 33 7 32 3 31 1 30 31 
17 33 7 32 3 31 1 30 31 
18 33 9 32 5 31 2 30 31 
16 33 9 32 5 31 2 30 31 
21 33 8 32 3 31 1 30 31 
20 34 11 33 6 32 3 31 31 
19 32 9 31 5 30 2 29 31 
21 34 12 33 6 32 3 31 31 
18 33 9 32 3 31 1 30 31 
22 34 10 33 5 32 2 31 31 
19 33 9 32 3 31 1 30 31 
21 33 11 32 5 31 2 30 31 
20 32 11 31 6 30 2 29 31 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 6 100 9 BLEU
32 48 18 47 11 46 7 45 50 
32 49 17 48 10 47 6 46 50 
30 47 18 46 12 45 8 44 50 
31 48 17 47 11 46 7 45 50 
31 48 17 47 10 46 6 45 50 
32 48 18 47 11 46 7 45 50 
29 47 17 46 11 45 7 44 50 
32 49 17 48 10 47 6 46 50 
30 47 18 46 12 45 8 44 50 
33 48 19 47 11 46 7 45 50 
31 48 17 47 11 46 7 45 50 
34 49 18 48 10 47 6 46 50 
31 48 18 47 11 46 7 45 50 
31 47 17 46 11 45 7 44 50 
32 49 17 48 10 47 6 46 50 
31 48 17 47 10 46 6 45 50 
32 48 16 47 10 46 6 45 50 
29 47 17 46 11 45 7 44 50 
32 48 18 47 10 46 6 45 50 
33 48 19 47 11 46 7 45 50 
31 48 19 47 11 46 7 45 50 
32 47 15 46 9 45 6 44 50 
30 48 17 47 10 46 6 45 50 
34 49 18 48 10 47 6 46 50 
32 49 18 48 10 47 6 46 50 
30 47 16 46 10 45 6 44 50 
32 48 14 47 8 46 5 45 50 
31 48 18 47 11 46 7 45 50 
31 47 17 46 11 45 7 44 50 
32 49 17 48 10 47 6 46 50 
31 47 15 46 9 45 6 44 50 
32 49 18 48 11 47 7 46 50 
32 48 16 47 10 46 6 45 50 
32 48 14 47 8 46 5 45 50 
32 50 17 49 10 48 6 47 50 
31 48 18 47 12 46 8 45 50 
32 48 18 47 10 46 6 45 50 
30 48 18 47 10 46 6 45 50 
31 47 14 46 8 45 5 44 50 
31 49 17 48 11 47 7 46 50 
31 48 19 47 11 46 7 45 50 
32 47 15 46 9 45 6 44 50 
30 48 17 47 10 46 6 45 50 
32 49 18 48 10 47 6 46 50 
30 47 16 46 10 45 6 44 50 
32 48 14 47 8 46 5 45 50 
33 47 16 46 9 45 6 44 50 
30 47 14 46 8 45 5 44 50 
31 49 17 48 10 47 6 46 50 
